"","ID","lang","Date","Source","len","Orig_Tweet","Tweet","Likes","RTs","Hashtags","UserMentionNames","UserMentionID","Name","Place","Followers","Friends"
"351084",1018388002823966720,"en","2018-07-15 06:53:15","Twitter Lite",77,"RT @9GAG: Supporters in the upcoming #worldcup final. https://t.co/VXAFECF4LP","Supporters in the upcoming final",0,7842,"worldcup","9GAG","9GAG","italo","Mim acher",88,708
"282424",1016786076688527360,"en","2018-07-10 20:47:46","Twitter for Android",139,"RT @jasonballau: In Russia it’s illegal to display the LGBT pride flag. So during the #WorldCup these 6 football fans have formed a hidden…","In Russia it illegal to display the LGBT pride flag So during the these football fans have formed hidden",0,17497,"WorldCup","Jason Ball","jasonballau","?? GoingBrogue ??","?IA.UK.CA.FL.SC.OR.?",2647,2601
"107295",1014269003915767808,"en","2018-07-03 22:05:49","Twitter for iPhone",140,"RT @itvfootball: What it means to finally win a penalty shootout for @England

#ComeOnEngland

#ENG #Worldcup #ThreeLions https://t.co/eNzC…","What it means to finally win penalty shootout for",0,1018,"ComeOnEngland,ENG,Worldcup,ThreeLions","ITV Football,England","itvfootball,England","Alex Everson","Reading, England",555,357
"227547",1012851827069444096,"en","2018-06-30 00:14:28","Twitter for Android",118,"RT @bpvers: I FOUND THE VIDEO HAHAHA #FIFAStadiumDJ #WorldCup 
play blackpink’s forever young 
https://t.co/3YekDd04eM","FOUND THE VIDEO HAHAHA play blackpink forever young",0,147,"FIFAStadiumDJ,WorldCup","??????_??","bpvers","°° jimochi sonyeonhoes °° || ??","blackpink's area & bts' wings",1305,3182
"329729",1017128456885293056,"en","2018-07-11 19:28:16","Twitter Web Client",140,"RT @JPW_NBCSports: Wow. England fans in Hyde Park celebrate Kieran Trippier's semifinal goal v Croatia

#CRO #ENG #ENGCRO #WorldCup 

https…","Wow England fans in Hyde Park celebrate Kieran Trippiers semifinal goal Croatia https",0,4396,"CRO,ENG,ENGCRO,WorldCup","Joe Prince-Wright","JPW_NBCSports","JinMin ????","Threads ?",46455,153
"174700",1013104295217156096,"en","2018-06-30 16:57:41","Twitter for iPhone",101,"RT @Omerchoudhary2: Retweet if you still love Messi. ?
#FRAARG #arg #WorldCup https://t.co/Tv3xLWlsLZ","Retweet if you still love Messi",0,336,"FRAARG,arg,WorldCup","Omer Choudhary","Omerchoudhary2","Ož","Gondor",384,462
"270814",1016752432905314304,"en","2018-07-10 18:34:05","Twitter for Android",140,"RT @dkumar57: There are three privileged categories of citizens created by gov't-- #Women #Muslim #Dalit

And their appeasements have kille…","There are three privileged categories of citizens created by gov And their appeasements have kille",0,6,"Women,Muslim,Dalit","kr. ?armendra","dkumar57","MRA Uday","Pune, India",231,266
"500403",1018550508540137472,"en","2018-07-15 17:38:59","Twitter for Android",140,"RT @HNS_CFF: ?? #CRO captain @lukamodric10 is the best player of the 2018 @FIFAWorldCup in Russia!
? Congratulations to the #WorldCup Golde…","captain is the best player of the in Russia Congratulations to the Golde",0,10446,"CRO,WorldCup","HNS | CFF,Luka Modri?,FIFA World Cup","HNS_CFF,lukamodric10,FIFAWorldCup","Ben","somewhere in malaysia",116,183
"25313",1013552748741226496,"en","2018-07-01 22:39:40","Twitter for Android",134,"RT @ChelseaFC: Andreas Christensen is in action as #DEN take on #CRO!

Good luck, Andreas! ? #CRODEN #WorldCup https://t.co/kxHeBX04zQ","Andreas Christensen is in action as take on Good luck Andreas",0,363,"DEN,CRO,CRODEN,WorldCup","Chelsea FC","ChelseaFC","C.A.G.E","Under God's Wings",866,679
"298403",1016812231038849024,"en","2018-07-10 22:31:41","Twitter Web Client",95,"RT @EASPORTSFIFA: #FRA books their place in the #WorldCup final 

#MOTM https://t.co/E8vCLxxKL8","books their place in the final",0,215,"FRA,WorldCup,MOTM","EA SPORTS FIFA","EASPORTSFIFA","?  ??","Miami Beach, FL",586,510
"246820",1016740458230353920,"en","2018-07-10 17:46:30","Twitter for Android",140,"RT @FIFAWorldCup: The team news from Saint Petersburg has arrived...

Here are the Starting XIs for #FRABEL ?

#WorldCup https://t.co/cj8UL…","The team news from Saint Petersburg has arrived Here are the Starting XIs for",0,3317,"FRABEL,WorldCup","FIFA World Cup ?","FIFAWorldCup","In 5SOS we TRUST","Hogwarts ",79,297
"485399",1018551230258245632,"en","2018-07-15 17:41:51","Twitter for Android",126,"RT @TheMilanBible: Luka Modric wins the Golden Ball award. #WorldCup 

It’s time to come home Luka ??? https://t.co/ZqQszThyGP","Luka Modric wins the Golden Ball award It time to come home Luka",0,206,"WorldCup","TheMilanBible","TheMilanBible","Bayu","Milan, Lombardy",437,554
"473695",1018551862281363456,"en","2018-07-15 17:44:22","Twitter for iPhone",90,"RT @EASPORTSFIFA: That feeling when you lift the #WorldCup trophy. https://t.co/tzvx7bRXyX","That feeling when you lift the trophy",0,345,"WorldCup","EA SPORTS FIFA","EASPORTSFIFA","kusH_DadDy"," Wakanda",1005,1721
"95016",1014272555031678976,"en","2018-07-03 22:19:56","WKUC Retweets",140,"RT @TheBarnBurns: Right Now On Fired Up The Daily #WorldCup Match Recaps courtesy of @cutesportsguy #SWE  #SUI 
#ENG #COL  #WorldCup2018 
#…","Right Now On Fired Up The Daily Match Recaps courtesy of",0,8,"WorldCup","BarnBurner","TheBarnBurns","Well Kept & Unclean","New Mexico, USA",1141,676
"415299",1018555476726779904,"en","2018-07-15 17:58:44","Twitter for Android",104,"RT @_valking: Worldcup virus, win golden ball and lose the final

#WorldCupFinal https://t.co/0k1FUwVYZa","Worldcup virus win golden ball and lose the final",0,82,"WorldCupFinal","valking?","_valking","salil kumar","Silchar, India",68,485
"224683",1012856984478076928,"en","2018-06-30 00:34:57","Twitter for iPhone",140,"RT @United_Aeris: 1000 RT and 200 comments??

Please play #PowerByEXO of
@weareoneEXO ?

#WorldCup 
#FIFAStadiumDJ

@FIFAWorldCup https://t…","RT and comments Please play of",0,612,"PowerByEXO,WorldCup,FIFAStadiumDJ","United Only Aeris,EXO,FIFA World Cup ?","United_Aeris,weareoneEXO,FIFAWorldCup","Baenism","Honduras",92,561
"310977",1017132213509525504,"en","2018-07-11 19:43:11","Twitter for Android",138,"RT @FIFAWorldCupENG: It’s been an interesting first half in Moscow, the early goal both a source of relief and tension for #ENG fans... ?…","It been an interesting first half in Moscow the early goal both source of relief and tension for fans",0,70,"ENG","Laure James, FIFA","FIFAWorldCupENG","DJ PAPAH THE GLO ?","Port Harcourt",354,320
"42496",1013536939071492096,"en","2018-07-01 21:36:51","Twitter for Android",86,"RT @aardodson: Me when Fox switches from the  #WorldCup to MLS https://t.co/NycFh7IuBE","Me when Fox switches from the to MLS",0,272,"WorldCup","Aaron Dodson","aardodson","Cheeks","914",436,935
"62219",1013527881954230272,"en","2018-07-01 21:00:52","Twitter for Android",138,"RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?
#CRODEN #WorldCup https://t.co/2XfblBT7ki","Kasper Schmeichel takes the final award of the day",0,2240,"ManoftheMatch,CRODEN,WorldCup","FIFA World Cup ?,Budweiser","FIFAWorldCup,Budweiser","tviter","Belgrade, Republic of Serbia",44,59
"493887",1018550805316751360,"en","2018-07-15 17:40:10","Twitter for iPhone",140,"RT @rssurjewala: Congratulations France for a well deserved historic victory! ??? #WorldCup #FRACROA 

Well played Croatia as you won our h…","Congratulations France for well deserved historic victory Well played Croatia as you won our",0,149,"WorldCup,FRACROA","Randeep Singh Surjewala","rssurjewala","Dr Saurabh Sharma","faridabad",2431,1520
"472621",1018551925925601280,"en","2018-07-15 17:44:37","Twitter for iPhone",92,"RT @FIFAWorldCup: FIFA Fair Play Trophy: 

?Spain (#ESP) 

#WorldCup https://t.co/9ksmYMnXtA","FIFA Fair Play Trophy Spain",0,7818,"ESP,WorldCup","FIFA World Cup","FIFAWorldCup","?????/YOSHIKI2?","??",175,446
"95001",1014272558940778496,"en","2018-07-03 22:19:56","Twitter for iPhone",87,"RT @FIFAWorldCup: #ENG WIN ON PENALTIES! 

#COLENG // #WorldCup https://t.co/qgXko4zLmX","WIN ON PENALTIES",0,5266,"ENG,COLENG,WorldCup","FIFA World Cup ?","FIFAWorldCup","Football’s Coming Home","Bromley, London",278,39
"296789",1016813819409166336,"en","2018-07-10 22:38:00","Twitter for iPhone",85,"RT @ManUtd: This is what it means to reach a #WorldCup final. https://t.co/lmfGvY2oNh","This is what it means to reach final",0,1697,"WorldCup","Manchester United","ManUtd","N??DE 5??","United States",1119,626
"496021",1018550703508242432,"en","2018-07-15 17:39:46","Twitter for iPhone",140,"RT @JogaBonito_USA: #FRACRO 4-2 | #WorldCupFinal

34%-66% possession
285-529 passes
68%-83% pass accuracy
5-28 crosses
2-6 corners
7-14 sho…","possession passes pass accuracy crosses corners sho",0,10,"FRACRO,WorldCupFinal","Jason Foster","JogaBonito_USA","Playmaker Soccer","United States",51,50
"183554",1013101460681261056,"en","2018-06-30 16:46:25","Twitter for iPhone",139,"RT @Sporf: ?? Paolo Dybala scored more goals for Juventus last season than he played minutes at the #WorldCup 

? Goals For Juventus: 26
?…","Paolo Dybala scored more goals for Juventus last season than he played minutes at the Goals For Juventus",0,819,"WorldCup","SPORF","Sporf","Cameron Jerome","Southampton (Saltash at heart)",318,334
"93836",1014272868761423872,"en","2018-07-03 22:21:10","Twitter for iPhone",140,"RT @UNILADFooty: Another challenge successfully negotiated for Gareth Southgate...

It's coming home ???????? #ENG #ENGCOL #WorldCup https:…","Another challenge successfully negotiated for Gareth Southgate Its coming home https",0,363,"ENG,ENGCOL,WorldCup","UNILAD Football","UNILADFooty","T??? ®","Yorkshire",1924,2055
"505063",1018550303879303168,"en","2018-07-15 17:38:10","Twitter for Android",140,"RT @HNS_CFF: ?? #CRO captain @lukamodric10 is the best player of the 2018 @FIFAWorldCup in Russia!
? Congratulations to the #WorldCup Golde…","captain is the best player of the in Russia Congratulations to the Golde",0,10455,"CRO,WorldCup","HNS | CFF,Luka Modri?,FIFA World Cup","HNS_CFF,lukamodric10,FIFAWorldCup","love,JongIn","Sikkim",365,295
"258229",1016734034439753728,"en","2018-07-10 17:20:58","Twitter for iPhone",140,"RT @FIFAWorldCup: The team news from Saint Petersburg has arrived...

Here are the Starting XIs for #FRABEL ?

#WorldCup https://t.co/cj8UL…","The team news from Saint Petersburg has arrived Here are the Starting XIs for",0,3373,"FRABEL,WorldCup","FIFA World Cup ?","FIFAWorldCup","Adrian Magaña??","Watts, California",239,370
"127698",1013241790596460544,"en","2018-07-01 02:04:02","Twitter for Android",104,"RT @BleacherReport: The end of this road for both Messi and Ronaldo. 

#WorldCup https://t.co/XQaD4B45GQ","The end of this road for both Messi and Ronaldo",0,4665,"WorldCup","Bleacher Report","BleacherReport","byyfitriia","East Borneo, Indonesia",44,149
"1256",1013594278789107712,"en","2018-07-02 01:24:42","Twitter for Android",86,"RT @8bitfootball: The day of the goalkeepers! ?????? #WorldCup https://t.co/Jv6mg1M98q","The day of the goalkeepers",0,852,"WorldCup","8bit-Football.com","8bitfootball","Capt. Robert","Kampala, Uganda",1088,589
"353446",1018383440989732864,"en","2018-07-15 06:35:07","Twitter for Android",140,"RT @IndianSportFan: #ENG 
?Team News 
Pickford, Maguire, stones , Jones
Rose, Delph, Dier , Loftus, Trippier ,
Kane, Sterling

#WorldCup #W…","Team News Pickford Maguire stones Jones Rose Delph Dier Loftus Trippier Kane Sterling",0,2,"ENG,WorldCup","Indian Sports Fan","IndianSportFan","???????? ????????????","Tamil Nadu, India",1048,1891
"224398",1012857433746620416,"en","2018-06-30 00:36:44","Twitter for Android",140,"RT @FOXFOOTBALL: HALF TIME!

What a start from the hosts in their #WorldCup opener against Saudi Arabia.

A two goal lead, but a big injury…","HALF TIME What start from the hosts in their opener against Saudi Arabia two goal lead but big injury",0,1,"WorldCup","FOX Sports Football","FOXFOOTBALL","KO CRUCIBLE","?.???????????, ?.??????",164,1387
"482427",1018551382113071104,"en","2018-07-15 17:42:27","Twitter for iPhone",129,"RT @LouisVuitton: France is back ! ???
@LouisVuitton congratulates the winning team of the 2018 #WorldCup https://t.co/lloyH55Ab3","France is back congratulates the winning team of the",0,1559,"WorldCup","Louis Vuitton,Louis Vuitton","LouisVuitton,LouisVuitton","coco","Wattignies, Nord-Pas-de-Calais",415,548
"284491",1016785203610771456,"en","2018-07-10 20:44:18","Twitter for Android",85,"RT @ManUtd: This is what it means to reach a #WorldCup final. https://t.co/lmfGvY2oNh","This is what it means to reach final",0,1092,"WorldCup","Manchester United","ManUtd","IT IS COMING HOME ???","Canada.   lagbara olorun ?",1925,1922
"403845",1018556317600894976,"en","2018-07-15 18:02:04","Twitter Lite",140,"RT @RT_com: Putin hands over the #WorldCup host mantle to Qatari Sheikh Tamim

#WorldCup2022
#WorldCupQatar

? https://t.co/YYVLRGs7D5 ? ht…","Putin hands over the host mantle to Qatari Sheikh Tamim ht",0,181,"WorldCup,WorldCup2022,WorldCupQatar","RT","RT_com","JAY BHOLE??+?=?#jsr","BRAHMLOK",5443,5643
"15541",1013566652624056320,"en","2018-07-01 23:34:55","Tujye kunywa",140,"RT @startimesrwanda: Kasper Schmeichel couldn't save #Denmark tonight! 
? Saved Modri?'s Penalty in Extra-Time
? Saved 2 Penalties in the e…","Kasper Schmeichel could not save tonight Saved Modri Penalty in Extra Time Saved Penalties in the",0,1,"Denmark","StarTimes Rwanda","startimesrwanda","Tujye Kunywa™","Rwanda",1125,5
"211140",1013094730773811200,"en","2018-06-30 16:19:40","Twitter for Android",140,"RT @FIFAWorldCup: We didn't have any football yesterday. It was rubbish. 

The good news? We're BACK! 

#FRAARG // #URUPOR // #WorldCup htt…","We did not have any football yesterday It was rubbish The good news We are BACK htt",0,2794,"FRAARG,URUPOR,WorldCup","FIFA World Cup ?","FIFAWorldCup","Saleh Aslam","Pakistan",640,0
"214981",1013094045546053632,"en","2018-06-30 16:16:57","Twitter for iPhone",120,"RT @paytonsun: This shot was unreal! I’ve watched over and over and over. #WorldCup #FRA #FRAARG https://t.co/psczg0A3FB","This shot was unreal ve watched over and over and over",0,1628,"WorldCup,FRA,FRAARG","Jarrett Payton","paytonsun","Snow In California ??","Honeymoon Ãve.",107,147
"189856",1013099602231390208,"en","2018-06-30 16:39:02","Twitter for iPhone",119,"RT @FIFAWCGoals: One of the best GIFs you will see in this years #WorldCup Incredible.  #FRAARG https://t.co/Ua3X2Ywmx7","One of the best GIFs you will see in this years Incredible",0,703,"WorldCup,FRAARG","World Cup Goals","FIFAWCGoals","Alex Thurman","Florida, USA",26,201
"203312",1013096310675791872,"en","2018-06-30 16:25:57","Twitter for iPhone",137,"RT @WorIdCupUpdates: Probably the last time we'll ever see Lionel Messi play at a World Cup.

#WorldCup? ?#ARG? ? https://t.co/iloC2m7V50","Probably the last time we will ever see Lionel Messi play at World Cup",0,590,"WorldCup,ARG","FIFA World Cup","WorIdCupUpdates","Miguel Mendoza?","Coral Springs, Florida",192,146
"363729",1.018356769222e+18,"en","2018-07-15 04:49:08","Twitter for iPhone",140,"RT @KhaledBeydoun: My latest in ESPN - 

'Whether nativists, racists and the Marine Le Pens in #France like it or not, much of the world vi…","My latest in ESPN Whether nativists racists and the Marine Le Pens in like it or not much of the world vi",0,242,"France","Khaled Beydoun","KhaledBeydoun","Khaled Beydoun","Detroit, MI",52473,1463
"18374",1013562010347495424,"en","2018-07-01 23:16:28","Twitter for Android",99,"RT @Bosslogic: So close, yet so far... #WorldCup #Cristiano #Ronaldo #Messi https://t.co/OMLo4C8hmd","So close yet so far",0,5434,"WorldCup,Cristiano,Ronaldo,Messi","BossLogic","Bosslogic","I_ Em_ Sama","Argungu, kebbi state, Nigeria ",579,623
"390120",1018557450079748096,"en","2018-07-15 18:06:34","Twitter Web Client",140,"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…","Dear France Congratulations on winning the of your team is African cut out the racism and xenophobi",0,26747,"WorldCup","Khaled Beydoun","KhaledBeydoun","cmosqueda","Los Angeles, CA",237,804
"443837",1018553626141384704,"en","2018-07-15 17:51:22","Twitter for Android",160,"@willyleeadams 1998- France wins #Worldcup/Israel wins #eurovision
2018- France wins #worldcup/Israel wins #eurovision 
Coincidence? Every 20 years on the dot ?","France wins Israel wins France wins Israel wins Coincidence Every years on the dot",0,0,"Worldcup,eurovision,worldcup,eurovision","William Lee Adams","willyleeadams","Anati ?","Around...",112,329
"285261",1016784877612601344,"en","2018-07-10 20:43:00","Twitter for iPhone",120,"RT @TrollFootball: Congratulations to France, the 1st African team to reach the #WorldCup final. https://t.co/VV0bm9O010","Congratulations to France the st African team to reach the final",0,1958,"WorldCup","Troll Football","TrollFootball","King Fellaini And His Merry Men ??","South Africa",172,148
"60105",1013528430183317504,"en","2018-07-01 21:03:02","Twitter for iPhone",109,"RT @LFC: Dejan Lovren's Croatia side win 3-2 on penalties. ?

#CRO 1-1 #DEN #WorldCup https://t.co/gDWNgSFEcb","Dejan Lovrens Croatia side win on penalties",0,509,"CRO,DEN,WorldCup","Liverpool FC","LFC","?","Its our year",510,743
"485328",1018551233852968960,"en","2018-07-15 17:41:52","Twitter for Android",140,"RT @TheSporTalk: BREAKING: Luka Modric - the player of the tournament. And that is absolutely deserved.?

#CRO #FRA #FRACRO 
#WorldCupFinal…","BREAKING Luka Modric the player of the tournament And that is absolutely deserved",0,1039,"CRO,FRA,FRACRO,WorldCupFinal","FIFA World Cup ?","TheSporTalk","czekoladowa panda ?","Poland",2675,2648
"230574",1016712565601251328,"en","2018-07-10 15:55:39","Twitter Web Client",139,"RT @premierleague: Tonight's #WorldCup semi-final contains a compelling midfield battle ??

On one side, Paul Pogba of @ManUtd and #FRA...…","Tonights semi final contains compelling midfield battle On one side Paul Pogba of and",0,50,"WorldCup,FRA","Premier League,Manchester United","premierleague,ManUtd","LOR?","EGNEVER X NYLAD",3376,1128
"265256",1016754811163643904,"en","2018-07-10 18:43:32","Twitter for Android",127,"RT @Chelsea_King24: This is turning out to be a fierce challenge #FRABEL #WorldCup
#Ktbffh
#REDTOGETHER https://t.co/PkttnN6m0s","This is turning out to be fierce challenge",0,1,"FRABEL,WorldCup,Ktbffh,REDTOGETHER","Owami Ngema","Chelsea_King24","John Miller","Moncton, New Brunswick",3340,2978
"398013",1018556778932572160,"en","2018-07-15 18:03:54","Twitter for Android",140,"RT @Reuters: France overpowers Croatia in #WorldCupFinal to lift the trophy for the second time in 20 years. https://t.co/r7fg6LSpWL For mo…","France overpowers Croatia in to lift the trophy for the second time in years For mo",0,134,"WorldCupFinal","Reuters Top News","Reuters","Nana Ware","Germantown MD, USA",1586,2192
"138933",1013223018380832768,"en","2018-07-01 00:49:27","Twitter for Android",140,"RT @Mansportingclub: To celebrate the end of the #WorldCup?, #Football legend #SamAllardyce will be our first lunch guest on Wednesday 25th…","To celebrate the end of the legend will be our first lunch guest on Wednesday th",0,14,"WorldCup,Football,SamAllardyce","Manchester Sporting Club","Mansportingclub","SKS Media Paris","Paris, France",1884,1946
"169866",1013105880701853696,"en","2018-06-30 17:03:59","Twitter Lite",140,"RT @IamPreshioloye: I’m sorry guys, But I just have to do this ??

Who’s your G.O.A.T?
RT for Mbappe , Like for Messi 

#FRAARG #WorldCup h…","m sorry guys But just have to do this Who your O T RT for Mbappe Like for Messi",0,459,"FRAARG,WorldCup","CrÂzy Twitt3r Us?r????","IamPreshioloye","Kgabo L.","South Africa (Johannesburg )",157,151
"393872",1018557122768863232,"en","2018-07-15 18:05:16","Twitter for Android",129,"RT @FIFAWorldCup: #FRA are the raining/reigning #WorldCup champions! 

Sorry/not sorry about that pun. ?? https://t.co/FAWosoP8lX","are the raining reigning champions Sorry not sorry about that pun",0,6032,"FRA,WorldCup","FIFA World Cup","FIFAWorldCup","iamaakhinm","Hyderabad",78,438
"424141",1018554870230634496,"en","2018-07-15 17:56:19","Twitter for iPhone",140,"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…","Dear France Congratulations on winning the of your team is African cut out the racism and xenophobi",0,36625,"WorldCup","Khaled Beydoun","KhaledBeydoun","Baran","Bay Area",533,586
"8198",1013580053362249728,"en","2018-07-02 00:28:10","TweetDeck",91,"It looks like Team Mexico can add @Oprah to the fan club. #WorldCup https://t.co/VYm1dRN3oz","It looks like Team Mexico can add to the fan club",0,0,"WorldCup","Oprah Winfrey","Oprah","Twitter Moments India","India",12910,11
"307166",1017133219714621440,"en","2018-07-11 19:47:11","Twitter for Android",140,"RT @BBCMOTD: Jordan Pickford was every England fan holding their breath as Croatia hit the post ?

#ENGCRO #WorldCup https://t.co/lTWtDtCgh3","Jordan Pickford was every England fan holding their breath as Croatia hit the post",0,448,"ENGCRO,WorldCup","Match of the Day","BBCMOTD","Jimmy Rodríguez Jr.","Tegucigalpa, Honduras",18611,981
"370206",1018559336153481216,"en","2018-07-15 18:14:04","Twitter Web Client",140,"RT @JagratiShukla29: Dab with the #WorldCup? 

Paul Pogba did it and boy he nailed it!

#PaulPogba #Pogba #WorldCupFinal #FRACRO #FRA #Fran…","Dab with the Paul Pogba did it and boy he nailed it",0,33,"WorldCup,PaulPogba,Pogba,WorldCupFinal,FRACRO,FRA","Jagrati Shukla","JagratiShukla29","Yasser","Hyderabad, India",69,1446
"496814",1018550667063918592,"en","2018-07-15 17:39:37","Twitter for iPhone",118,"RT @BBCMOTD: ?? 2018 FIFA WORLD CUP WINNERS ??

Allez les bleus! ???

#WorldCupFinal #WorldCup https://t.co/mTysauMMh5","FIFA WORLD CUP WINNERS Allez les bleus",0,1051,"WorldCupFinal,WorldCup","Match of the Day","BBCMOTD","Misho","Georgia",119,340
"387454",1018557695220056064,"en","2018-07-15 18:07:33","Twitter for iPhone",81,"RT @9GAG: Even the sky is crying for #Croatia. You've done a great job! #worldcup","Even the sky is crying for You have done great job",0,2669,"Croatia,worldcup","9GAG","9GAG","Gyb WsPs","Bangkok, Thailand",1,30
"145213",1013213862651400192,"en","2018-07-01 00:13:04","Twitter for iPhone",109,"RT @SeokjinOfSteph: @FIFAWorldCup @BTS_twt ?My favorite song for #FIFAStadiumDJ #Worldcup is FIRE by @BTS_twt","My favorite song for is FIRE by",0,16,"FIFAStadiumDJ,Worldcup","Steph?,FIFA World Cup ?,?????,?????","SeokjinOfSteph,FIFAWorldCup,BTS_twt,BTS_twt","Mariangel","Costa Rica",301,268
"229273",1012848613351804928,"en","2018-06-30 00:01:41","Mobile Web (M2)",96,"RT @TrophyTour: Who is #ReadyFor the knockout round to begin!? #WorldCup https://t.co/bTM0CrHcUx","Who is the knockout round to begin",0,1,"ReadyFor,WorldCup","Trophy Tour","TrophyTour","Tomoya????","??????",93,1322
"65777",1013527036110032896,"en","2018-07-01 20:57:30","Twitter Web Client",99,"RT @Pornhub: Big blonde angry Dane let's one too many balls enter #WorldCup https://t.co/86wY6d6J7M","Big blonde angry Dane lets one too many balls enter",0,424,"WorldCup","Pornhub ARIA","Pornhub","Mortimer Niels","Worms, Deutschland",107,206
"71498",1013525921008144384,"en","2018-07-01 20:53:04","Twitter Lite",140,"RT @PaulCarrTM: The five missed penalties in the Croatia-Denmark shootout equal the most ever in a #WorldCup shootout. 

It happened four p…","The five missed penalties in the Croatia Denmark shootout equal the most ever in shootout It happened four",0,37,"WorldCup","Paul Carr","PaulCarrTM","Jim Barg","Rochester, NY",292,1068
"364397",1018354727757770752,"en","2018-07-15 04:41:01","Twitter Lite",92,"RT @brfootball: Going to bed the night before the #WorldCup final… ? https://t.co/NqYpCgbSWg","Going to bed the night before the final",0,9577,"WorldCup","B/R Football","brfootball","Mohammed Goubar","The moon
",6,9
"194112",1013098474156560384,"en","2018-06-30 16:34:33","Twitter for Android",140,"RT @ndtv: WATCH | Lionel Messi fan travels from Kolkata to Kazan in a hope to see Argentina lift the #WorldCup 

#FifaWorldCup2018 #FIFA201…","WATCH Lionel Messi fan travels from Kolkata to Kazan in hope to see Argentina lift the",0,18,"WorldCup,FifaWorldCup2018","NDTV","ndtv","Azee","Ladakh ",115,56
"235738",1016707664859090944,"en","2018-07-10 15:36:11","Twitter Web Client",135,"RT @SKS_Media: It's @IanStaffs of @ldnsportingclub and @Mansportingclub on @SkyNews right now!

#sks8 #WorldCup https://t.co/roSJ7IkQuc","Its of and on right now",0,58,"sks8,WorldCup","SKS_Media,Ian Stafford,London Sporting Club,Manchester Sporting Club,Sky News","SKS_Media,IanStaffs,ldnsportingclub,Mansportingclub,SkyNews","Sierra Kilo PR","London, England",679,1072
"500308",1018550512671711232,"en","2018-07-15 17:39:00","Twitter for iPhone",131,"RT @FIFAWorldCup: ????
#FRA

France have won the 2018 FIFA #WorldCup in Moscow! 

#FRACRO // #WorldCupFinal https://t.co/fZhmJmxjVh","France have won the FIFA in Moscow",0,60097,"FRA,WorldCup,FRACRO,WorldCupFinal","FIFA World Cup","FIFAWorldCup","shan kashyap","Apni_Dhun_Me ? ??",1357,3446
"213478",1013094313562198016,"en","2018-06-30 16:18:01","Twitter for Android",140,"RT @realmadriden: ?? France 4-3 ?? Argentina
? @raphaelvarane
? First Real Madrid player to quarter finals
#WorldCup | #HalaMadrid https://…","France Argentina First Real Madrid player to quarter finals https",0,469,"WorldCup,HalaMadrid","Real Madrid C.F. ????,Raphaël Varane","realmadriden,raphaelvarane","Andy Wereko","Kumasi, Ghana",180,393
"131851",1013234974349320192,"en","2018-07-01 01:36:57","Twitter Web Client",140,"RT @Nh__km12: @FIFAWorldCup WEAREONE 

Please play Power By EXO @weareoneEXO  #?? 

#FIFAStadiumDJ #WorldCup @FIFAWorldCup

#dafBAMA2018EXO…","WEAREONE Please play Power By EXO",0,1,"??,FIFAStadiumDJ,WorldCup,dafBAMA2018EXO","#HappySuhoDays,FIFA World Cup ?,EXO,FIFA World Cup ?","Nh__km12,FIFAWorldCup,weareoneEXO,FIFAWorldCup","Estefania","Mérida, Venezuela",152,189
"387396",1018557700538617856,"en","2018-07-15 18:07:34","Twitter for Android",96,"RT @premierleague: Dab with the #WorldCup? 

@paulpogba's completed it ? https://t.co/lmGdXE9WOG","Dab with the completed it",0,7168,"WorldCup","Premier League,Paul Pogba","premierleague,paulpogba","Wayne Murandah","FastRoad,,Dubai",1,55
"5973",1013584498875883520,"en","2018-07-02 00:45:50","Twitter for Android",116,"RT @SoccerMemes: ""Yes, it's me. Tell the referee his family has been released."" ?? #WorldCup https://t.co/Kb7SisWW9c","Yes its me Tell the referee his family has been released",0,194,"WorldCup","Soccer Memes","SoccerMemes","Juanera","Bayamón, Puerto Rico",675,522
"385552",1018557877118644224,"en","2018-07-15 18:08:16","Twitter for iPhone",140,"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…","Dear France Congratulations on winning the of your team is African cut out the racism and xenophobi",0,26519,"WorldCup","Khaled Beydoun","KhaledBeydoun","Modal Tortoise & me","Southern California",2774,2542
"433032",1018554305316470784,"en","2018-07-15 17:54:04","Twitter for Android",107,"RT @FIFAWorldCup: adidas Golden Glove Award: 

?Thibaut COURTOIS (#BEL) 

#WorldCup https://t.co/S5xB7RBBdP","adidas Golden Glove Award Thibaut COURTOIS",0,16937,"BEL,WorldCup","FIFA World Cup","FIFAWorldCup","ABM103","Mangalore, Karnataka‚ India",29,504
"285270",1016784875490304000,"en","2018-07-10 20:42:59","Twitter for Android",92,"RT @ManUtd: .@PaulPogba is a #WorldCup finalist!!!

Well in, Paul ?? https://t.co/FH4cQoziJa","is finalist Well in Paul",0,3484,"WorldCup","Manchester United,Paul Pogba","ManUtd,paulpogba","IT'S COMINGGGG HOMEEEEEEEEEE","Stretford end",590,522
